content_raw,headers_raw,title,year,content_text,headers_text
"<div class=""presentation-description"">There are many ways you can test your software: unit testing, manual testing, end-to-end testing, and so forth. Take a step back and you'll discover even more form of testing, many of them very different in their goals: A/B testing, say, where you see which of two versions of your website results in more signups or ad clicks.

How do these forms of testing differ, how do they relate to each other?
How do you choose which kind of testing to pursue, given limited time and resources?
How do you deal with strongly held yet opposite views arguing either that a particular kind of testing is essential or that it's a waste time?

This talk will provide you with a model, a way to organize all forms of testing and understand what exactly they provide, and why. Once you understand the model you will be able to choose the right form of testing for *your* situation and goals.</div>","<p>
<b>
        Itamar Turner-Trauring
        
      </b>
<br/>
<b>
        Friday
        11:30 a.m.–noon
        in
        Portland Ballroom 252â253
      </b>
</p>","<a href=""/2017/schedule/presentation/397/"" id=""presentation-397"">
        Big picture software testing: unit testing, Lean Startup, and everything in-between
      </a>",2017,"There are many ways you can test your software: unit testing, manual testing, end-to-end testing, and so forth. Take a step back and you’ll discover even more form of testing, many of them very different in their goals: A/B testing, say, where you see which of two versions of your website results in more signups or ad clicks.

How do these forms of testing differ, how do they relate to each other?
How do you choose which kind of testing to pursue, given limited time and resources?
How do you deal with strongly held yet opposite views arguing either that a particular kind of testing is essential or that it’s a waste time?

This talk will provide you with a model, a way to organize all forms of testing and understand what exactly they provide, and why. Once you understand the model you will be able to choose the right form of testing for *your* situation and goals.",Itamar Turner-Trauring Friday 11:30 a.m.noon in Portland Ballroom 252253
"<div class=""presentation-description"">As the applications we build are increasingly driven by text, doing data ingestion, management, loading, and preprocessing in a robust, organized, parallel, and memory-safe way can get tricky. This talk walks through the highs (a custom billion-word corpus!), the lows (segfaults, 400 errors, pesky mp3s), and the new Python libraries we built to ingest and preprocess text for machine learning.

While applications like Siri, Cortana, and Alexa may still seem like novelties, language-aware applications are rapidly becoming the new norm. Under the hood, these applications take in text data as input, parse it into composite parts, compute upon those composites, and then recombine them to deliver a meaningful and tailored end result. The best applications use language models trained on _domain-specific corpora_ (collections of related documents containing natural language) that reduce ambiguity and prediction space to make results more intelligible. Here's the catch: these corpora are huge, generally consisting of at least hundreds of gigabytes of data inside of thousands of documents, and often more!

In this talk, we'll see how working with text data is substantially different from working with numeric data, and show that ingesting a raw text corpus in a form that will support the construction of a data product is no trivial task. For instance, when dealing with a text corpus, you have to consider not only how the data comes in (e.g. respecting rate limits, terms of use, etc.), but also where to store the data and how to keep it organized. Because the data comes from the web, it's often unpredictable, containing not only text but audio files, ads, videos, and other kinds of web detritus. Since the datasets are large, you need to anticipate potential performance problems and ensure memory safety through streaming data loading and multiprocessing. Finally, in anticipation of the machine learning components, you have to establish a standardized method of transforming your raw ingested text into a corpus that's ready for computation and modeling.

In this talk, we'll explore many of the challenges we experienced along the way and introduce two Python packages that make this work a bit easier: [Baleen](https://pypi.python.org/pypi/baleen/0.3.3) and [Minke](https://github.com/bbengfort/minke). Baleen is a package for ingesting formal natural language data from the discourse of professional and amateur writers, like bloggers and news outlets, in a categorized fashion. Minke extends Baleen with a library that performs parallel data loading, preprocessing, normalization, and keyphrase extraction to support machine learning on a large-scale custom corpus.</div>","<p>
<b>
        Rebecca Bilbro
        
      </b>
<br/>
<b>
        Friday
        4:30 p.m.–5 p.m.
        in
        Portland Ballroom 251 &amp; 258
      </b>
</p>","<a href=""/2017/schedule/presentation/297/"" id=""presentation-297"">
        Building A Gigaword Corpus: Lessons on Data Ingestion, Management, and Processing for NLP
      </a>",2017,"As the applications we build are increasingly driven by text, doing data ingestion, management, loading, and preprocessing in a robust, organized, parallel, and memory-safe way can get tricky. This talk walks through the highs (a custom billion-word corpus!), the lows (segfaults, 400 errors, pesky mp3s), and the new Python libraries we built to ingest and preprocess text for machine learning.

While applications like Siri, Cortana, and Alexa may still seem like novelties, language-aware applications are rapidly becoming the new norm. Under the hood, these applications take in text data as input, parse it into composite parts, compute upon those composites, and then recombine them to deliver a meaningful and tailored end result. The best applications use language models trained on _domain-specific corpora_ (collections of related documents containing natural language) that reduce ambiguity and prediction space to make results more intelligible. Here’s the catch: these corpora are huge, generally consisting of at least hundreds of gigabytes of data inside of thousands of documents, and often more!

In this talk, we’ll see how working with text data is substantially different from working with numeric data, and show that ingesting a raw text corpus in a form that will support the construction of a data product is no trivial task. For instance, when dealing with a text corpus, you have to consider not only how the data comes in (e.g. respecting rate limits, terms of use, etc.), but also where to store the data and how to keep it organized. Because the data comes from the web, it’s often unpredictable, containing not only text but audio files, ads, videos, and other kinds of web detritus. Since the datasets are large, you need to anticipate potential performance problems and ensure memory safety through streaming data loading and multiprocessing. Finally, in anticipation of the machine learning components, you have to establish a standardized method of transforming your raw ingested text into a corpus that’s ready for computation and modeling.

In this talk, we’ll explore many of the challenges we experienced along the way and introduce two Python packages that make this work a bit easier: [Baleen] and [Minke]. Baleen is a package for ingesting formal natural language data from the discourse of professional and amateur writers, like bloggers and news outlets, in a categorized fashion. Minke extends Baleen with a library that performs parallel data loading, preprocessing, normalization, and keyphrase extraction to support machine learning on a large-scale custom corpus.",Rebecca Bilbro Friday 4:30 p.m.5 p.m. in Portland Ballroom 251 & 258
"<div class=""presentation-description"">Do you have a stream of data that you would like to process in real time? There are many components with Python APIs that you can put together to build a stream processing application. We will go through some common design patterns, tradeoffs and available components / frameworks for designing such systems. We will solve an example problem during the presentation to make these points concrete. Much of what will be presented is based on experience gained from building production pipelines for the real-time processing of ad streams at Yelp. This talk will cover topics such as consistency, availability, idempotency, scalability, etc.</div>","<p>
<b>
        Amit Ramesh, Qui Nguyen
        
      </b>
<br/>
<b>
        Sunday
        2:30 p.m.–3 p.m.
        in
        Oregon Ballroom 201â202
      </b>
</p>","<a href=""/2017/schedule/presentation/392/"" id=""presentation-392"">
        Building Stream Processing Applications
      </a>",2017,"Do you have a stream of data that you would like to process in real time? There are many components with Python APIs that you can put together to build a stream processing application. We will go through some common design patterns, tradeoffs and available components / frameworks for designing such systems. We will solve an example problem during the presentation to make these points concrete. Much of what will be presented is based on experience gained from building production pipelines for the real-time processing of ad streams at Yelp. This talk will cover topics such as consistency, availability, idempotency, scalability, etc.","Amit Ramesh, Qui Nguyen Sunday 2:30 p.m.3 p.m. in Oregon Ballroom 201202"
"<div class=""presentation-description"">The Python scientific community always wanted a package manager that is cross platform,
does not require `sudo`,
and lets Python be awesome!
The conda package manager solved that problem, but created a new ones...

This talk is a tour disguised as a beginner tutorial to `conda-forge` packaging.
We will try to discuss some myths and misconceptions about `conda` and `conda-forge`,
as well as a quick comparison with `pip` and `wheels`.</div>","<p>
<b>
        Filipe Pires Alvarenga Fernandes
        
      </b>
<br/>
<b>
        Friday
        1:55 p.m.–2:25 p.m.
        in
        Oregon Ballroom 201â202
      </b>
</p>","<a href=""/2017/schedule/presentation/605/"" id=""presentation-605"">
        Community powered packaging: conda-forge
      </a>",2017,"The Python scientific community always wanted a package manager that is cross platform,
does not require `sudo`,
and lets Python be awesome!
The conda package manager solved that problem, but created a new ones...

This talk is a tour disguised as a beginner tutorial to `conda-forge` packaging.
We will try to discuss some myths and misconceptions about `conda` and `conda-forge`,
as well as a quick comparison with `pip` and `wheels`.",Filipe Pires Alvarenga Fernandes Friday 1:55 p.m.2:25 p.m. in Oregon Ballroom 201202
"<div class=""presentation-description"">âYour code is bad and you are bad. Have a bad day.â Too many code reviews feel like this, and it saps the enthusiasm that drives open source. Instead, letâs explore how to give reviews that are truthful but encouraging, boosting the skill level of contributors and the quality of the project. Weâll look at âtact hacksâ that nudge communication in a friendly direction, antipatterns to avoid, the pesky human emotions that can tempt us into reviewing poorly, and techniques for leveling up newcomers without losing all your coding time.</div>","<p>
<b>
        Erik Rose
        
      </b>
<br/>
<b>
        Friday
        3:15 p.m.–4 p.m.
        in
        Portland Ballroom 254â255
      </b>
</p>","<a href=""/2017/schedule/presentation/663/"" id=""presentation-663"">
        Constructive Code Review
      </a>",2017,"’Your code is bad and you are bad. Have a bad day.’ Too many code reviews feel like this, and it saps the enthusiasm that drives open source. Instead, let’s explore how to give reviews that are truthful but encouraging, boosting the skill level of contributors and the quality of the project. We’ll look at ’tact hacks’ that nudge communication in a friendly direction, antipatterns to avoid, the pesky human emotions that can tempt us into reviewing poorly, and techniques for leveling up newcomers without losing all your coding time.",Erik Rose Friday 3:15 p.m.4 p.m. in Portland Ballroom 254255
"<div class=""presentation-description"">Are you running a Web application? Do you suffer from CPU bottlenecks that slow down your growth? There's a tool that can easily fix all that, and then some. C++ knowledge not required.

Come learn how Instagram, the world's largest Django deployment with more than 600M active users, saved ~30% of global CPU by rewriting a handful of modules on the critical path in Cython. Learn to apply those techniques to your own projects with little effort and stop worrying about switching to other programming languages or rewriting stable components in C++.

</div>","<p>
<b>
        Alex Orlov
        
      </b>
<br/>
<b>
        Saturday
        5:10 p.m.–5:40 p.m.
        in
        Portland Ballroom 251 &amp; 258
      </b>
</p>","<a href=""/2017/schedule/presentation/693/"" id=""presentation-693"">
        Cython as a Game Changer for Efficiency
      </a>",2017,"Are you running a Web application? Do you suffer from CPU bottlenecks that slow down your growth? There’s a tool that can easily fix all that, and then some. C++ knowledge not required.

Come learn how Instagram, the world’s largest Django deployment with more than 600M active users, saved ~30% of global CPU by rewriting a handful of modules on the critical path in Cython. Learn to apply those techniques to your own projects with little effort and stop worrying about switching to other programming languages or rewriting stable components in C++.",Alex Orlov Saturday 5:10 p.m.5:40 p.m. in Portland Ballroom 251 & 258
"<div class=""presentation-description"">Dask is a general purpose parallel computing system capable of Celery-like task
scheduling, Spark-like big data computing, and Numpy/Pandas/Scikit-learn level
complex algorithms, written in Pure Python.  Dask has been adopted by the
PyData community as a Big Data solution.

This talk focuses on the distributed task scheduler that powers Dask when
running on a cluster.  We'll focus on how we built a Big Data computing system
using the Python networking stack (Tornado/AsyncIO) in service of its data     science stack (NumPy/Pandas/Scikit Learn).  Additionally we'll talk about the  challenges of effective task scheduling in a data science context (data        locality, resilience, load balancing) and how we manage this dynamically with  aggressive measurement and dynamic scheduling heuristics.
</div>","<p>
<b>
        Matthew Rocklin
        
      </b>
<br/>
<b>
        Friday
        4:15 p.m.–5 p.m.
        in
        Portland Ballroom 252â253
      </b>
</p>","<a href=""/2017/schedule/presentation/402/"" id=""presentation-402"">
        Dask: A Pythonic Distributed Data Science Framework
      </a>",2017,"Dask is a general purpose parallel computing system capable of Celery-like task
scheduling, Spark-like big data computing, and Numpy/Pandas/Scikit-learn level
complex algorithms, written in Pure Python.  Dask has been adopted by the
PyData community as a Big Data solution.

This talk focuses on the distributed task scheduler that powers Dask when
running on a cluster.  We’ll focus on how we built a Big Data computing system
using the Python networking stack (Tornado/AsyncIO) in service of its data     science stack (NumPy/Pandas/Scikit Learn).  Additionally we’ll talk about the  challenges of effective task scheduling in a data science context (data        locality, resilience, load balancing) and how we manage this dynamically with  aggressive measurement and dynamic scheduling heuristics.",Matthew Rocklin Friday 4:15 p.m.5 p.m. in Portland Ballroom 252253
"<div class=""presentation-description"">Python 3.6 was released in December of 2016 and it has a lot of new cool features. Some of them are quite easy for using: a developer can read, for example, about f-strings and they can start using them in their programs as soon as possible. But sometimes features are not so evident, and a new frame evaluation API is one of them.  
The new frame evaluation API was introduced to CPython in PEP 523 and it allows to specify a per-interpreter function pointer to handle the evaluation of frames. It might not be evident how to use this new feature in everyday life, but itâs quite easy to understand how to build a fast debugger based on it.  
In this talk we are going to explain how standard way of debugging in Python works and how a new frame evaluation API may be useful for creating the fast debugger. Also we will consider why such fast debugging was not possible in the previous versions of Python. If someone hasnât made a final decision to move to Python 3.6 this talk will provide some new reasons to do it.</div>","<p>
<b>
        Elizaveta Shashkova
        
      </b>
<br/>
<b>
        Saturday
        10:50 a.m.–11:20 a.m.
        in
        Oregon Ballroom 201â202
      </b>
</p>","<a href=""/2017/schedule/presentation/526/"" id=""presentation-526"">
        Debugging in Python 3.6: Better, Faster, Stronger
      </a>",2017,"Python 3.6 was released in December of 2016 and it has a lot of new cool features. Some of them are quite easy for using: a developer can read, for example, about f-strings and they can start using them in their programs as soon as possible. But sometimes features are not so evident, and a new frame evaluation API is one of them.  
The new frame evaluation API was introduced to CPython in PEP 523 and it allows to specify a per-interpreter function pointer to handle the evaluation of frames. It might not be evident how to use this new feature in everyday life, but it’s quite easy to understand how to build a fast debugger based on it.  
In this talk we are going to explain how standard way of debugging in Python works and how a new frame evaluation API may be useful for creating the fast debugger. Also we will consider why such fast debugging was not possible in the previous versions of Python. If someone hasn’t made a final decision to move to Python 3.6 this talk will provide some new reasons to do it.",Elizaveta Shashkova Saturday 10:50 a.m.11:20 a.m. in Oregon Ballroom 201202
"<div class=""presentation-description"">Decorators are a syntactically-pleasing way of modifying the behavior of functions in Python. However, they can be highly opaque to Python beginners. It took me a while to learn how to write one, and even after I was confident writing my own decorators, felt like they were magical. The goal of this talk is to demystify decorators by methodically stepping through how and why they work. Along the way we'll touch on closures, scopes, and how Python is compiled.</div>","<p>
<b>
        Katie Silverio
        
      </b>
<br/>
<b>
        Saturday
        2:35 p.m.–3:05 p.m.
        in
        Oregon Ballroom 201â202
      </b>
</p>","<a href=""/2017/schedule/presentation/557/"" id=""presentation-557"">
        Decorators, unwrapped: How do they work?
      </a>",2017,"Decorators are a syntactically-pleasing way of modifying the behavior of functions in Python. However, they can be highly opaque to Python beginners. It took me a while to learn how to write one, and even after I was confident writing my own decorators, felt like they were magical. The goal of this talk is to demystify decorators by methodically stepping through how and why they work. Along the way we’ll touch on closures, scopes, and how Python is compiled.",Katie Silverio Saturday 2:35 p.m.3:05 p.m. in Oregon Ballroom 201202
"<div class=""presentation-description"">Did you ever need to create an application whose behavior varies with its state, while still presenting a consistent interface to its callers? A good, layered design using state machines can help avoid the tedious 'if' checks for flags, and ensure that if your code runs at all, it will run with all the required values initialized.  I will demonstrate this with examples, and talk about some available tools and libraries to build state machines in Python.      

I will also discuss how to effectively use the process of threat modeling to build secure web applications. Threat modeling is a computer security technique that helps you better understand the systems you create, identify attacks, and build defenses. I will talk about things that we, as software developers, can do to assess the security of our applications in the real world through this process.</div>","<p>
<b>
        Ashwini Oruganti, Mark Williams
        
      </b>
<br/>
<b>
        Saturday
        2:35 p.m.–3:05 p.m.
        in
        Portland Ballroom 251 &amp; 258
      </b>
</p>","<a href=""/2017/schedule/presentation/756/"" id=""presentation-756"">
        Designing secure APIs with state machines 
      </a>",2017,"Did you ever need to create an application whose behavior varies with its state, while still presenting a consistent interface to its callers? A good, layered design using state machines can help avoid the tedious ’if’ checks for flags, and ensure that if your code runs at all, it will run with all the required values initialized.  I will demonstrate this with examples, and talk about some available tools and libraries to build state machines in Python.      

I will also discuss how to effectively use the process of threat modeling to build secure web applications. Threat modeling is a computer security technique that helps you better understand the systems you create, identify attacks, and build defenses. I will talk about things that we, as software developers, can do to assess the security of our applications in the real world through this process.","Ashwini Oruganti, Mark Williams Saturday 2:35 p.m.3:05 p.m. in Portland Ballroom 251 & 258"
"<div class=""presentation-description"">One of the nicest things about Python community is the availability of mentors willing to help you. Various mentors have helped me navigate the open source community and help advanced my skills. I realized finding a mentor is not as easy as it seems, and it takes a lot of courage to reach out in the first place. And then, there is impostor syndrome, where one may feel like they donât deserve the help.
In this talk, I will provide advice about working with a mentor.
Asking for help is not a failure. </div>","<p>
<b>
        Mariatta Wijaya
        
      </b>
<br/>
<b>
        Friday
        1:55 p.m.–2:25 p.m.
        in
        Portland Ballroom 254â255
      </b>
</p>","<a href=""/2017/schedule/presentation/29/"" id=""presentation-29"">
        Dial M For Mentor
      </a>",2017,"One of the nicest things about Python community is the availability of mentors willing to help you. Various mentors have helped me navigate the open source community and help advanced my skills. I realized finding a mentor is not as easy as it seems, and it takes a lot of courage to reach out in the first place. And then, there is impostor syndrome, where one may feel like they don’t deserve the help.
In this talk, I will provide advice about working with a mentor.
Asking for help is not a failure.",Mariatta Wijaya Friday 1:55 p.m.2:25 p.m. in Portland Ballroom 254255
"<div class=""presentation-description"">Assuming that you already know how to build a monolithic app, you must be wondering how you can use all this ""microservice"" stuff that you keep hearing about. Well, a good word of advice is that you probably don't need it. If designed properly, a monolithic app should be able to scale and fit the needs of most businesses. Even so, you should keep your development as simple as possible until you have proven and solidified your business concepts. But if you do need to grow to Internet scale, then you have a long road ahead of you.

Moving from a monolithic application to microservices is a natural evolution that is often of necessity. There are several competing schools of thought that are still being battle-tested in these early days of microservice architecture. Among all the competing paradigms, most of the requirements can be agreed upon, but are mostly differentiated by the tools used to fulfill the requirements.

This talk will cover setting up the required infrastructure, and demonstrate how to migrate a sample monolithic Django application into a microservices platform.

The demo application will use the following technologies: Django, Flask, Fabric, Terraform, Ansible, CentOS, Docker, Mesos, Consul, Nginx, Pgbouncer, Kafka</div>","<p>
<b>
        Ryan Anguiano
        
      </b>
<br/>
<b>
        Friday
        2:35 p.m.–3:05 p.m.
        in
        Portland Ballroom 252â253
      </b>
</p>","<a href=""/2017/schedule/presentation/356/"" id=""presentation-356"">
        Dr. Microservices, Or How I Learned to Stop Worrying and Love the API
      </a>",2017,"Assuming that you already know how to build a monolithic app, you must be wondering how you can use all this ""microservice"" stuff that you keep hearing about. Well, a good word of advice is that you probably don’t need it. If designed properly, a monolithic app should be able to scale and fit the needs of most businesses. Even so, you should keep your development as simple as possible until you have proven and solidified your business concepts. But if you do need to grow to Internet scale, then you have a long road ahead of you.

Moving from a monolithic application to microservices is a natural evolution that is often of necessity. There are several competing schools of thought that are still being battle-tested in these early days of microservice architecture. Among all the competing paradigms, most of the requirements can be agreed upon, but are mostly differentiated by the tools used to fulfill the requirements.

This talk will cover setting up the required infrastructure, and demonstrate how to migrate a sample monolithic Django application into a microservices platform.

The demo application will use the following technologies: Django, Flask, Fabric, Terraform, Ansible, CentOS, Docker, Mesos, Consul, Nginx, Pgbouncer, Kafka",Ryan Anguiano Friday 2:35 p.m.3:05 p.m. in Portland Ballroom 252253
